question,answer
"I have these symptoms: swelling joints, neck pain, knee pain, joint pain, hip joint pain, and painful walking. What do I have?",Osteoarthristis
"I have these symptoms: stiff neck, painful walking, muscle weakness, movement stiffness, and swelling joints. What do I have?",Arthritis
"I am experiencing vomiting, loss of balance, spinning movements, headache, nausea, and unsteadiness. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"I have these symptoms: scurring, skin rash, pus filled pimples, and blackheads. What do I have?",Acne
"My symptoms are burning micturition, continuous feel of urine, foul smell of urine, and bladder discomfort. What could this be?",Urinary tract infection
"I have these symptoms: inflammatory nails, small dents in nails, joint pain, silver like dusting, skin rash, and skin peeling. What do I have?",Psoriasis
"I have these symptoms: yellow crust ooze, red sore around nose, skin rash, high fever, and blister. What do I have?",Impetigo
"I am experiencing dischromic  patches, itching, skin rash, and nodal skin eruptions. What condition does this match?",Fungal infection
"My symptoms are watering from eyes, continuous sneezing, shivering, and chills. What could this be?",Allergy
"My symptoms are vomiting, ulcers on tongue, chest pain, acidity, stomach pain, and cough. What could this be?",GERD
"My symptoms are itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes. What could this be?",Chronic cholestasis
"I am experiencing itching, stomach pain, burning micturition, spotting  urination, and skin rash. What condition does this match?",Drug Reaction
"My symptoms are passage of gases, internal itching, vomiting, indigestion, abdominal pain, and loss of appetite. What could this be?",Peptic ulcer diseae
"My symptoms are muscle wasting, extra marital contacts, patches in throat, and high fever. What could this be?",AIDS
"I have these symptoms: lethargy, blurred and distorted vision, increased appetite, excessive hunger, obesity, fatigue, restlessness, polyuria, irregular sugar level, and weight loss. What do I have?",Diabetes 
"My symptoms are sunken eyes, dehydration, vomiting, and diarrhoea. What could this be?",Gastroenteritis
"I have these symptoms: fatigue, cough, breathlessness, high fever, mucoid sputum, and family history. What do I have?",Bronchial Asthma
"I am experiencing lack of concentration, dizziness, headache, loss of balance, and chest pain. What condition does this match?",Hypertension 
"I am experiencing depression, excessive hunger, headache, stiff neck, blurred and distorted vision, irritability, indigestion, acidity, and visual disturbances. What condition does this match?",Migraine
"I am experiencing loss of balance, neck pain, dizziness, back pain, and weakness in limbs. What condition does this match?",Cervical spondylosis
"I am experiencing headache, vomiting, altered sensorium, and weakness of one body side. What condition does this match?",Paralysis (brain hemorrhage)
"I have these symptoms: abdominal pain, itching, fatigue, yellowish skin, weight loss, high fever, dark urine, and vomiting. What do I have?",Jaundice
"My symptoms are muscle pain, diarrhoea, vomiting, sweating, nausea, chills, high fever, and headache. What could this be?",Malaria
"My symptoms are red spots over body, headache, itching, fatigue, loss of appetite, high fever, mild fever, skin rash, malaise, lethargy, and swelled lymph nodes. What could this be?",Chicken pox
"I have these symptoms: headache, fatigue, malaise, loss of appetite, red spots over body, chills, high fever, back pain, joint pain, muscle pain, nausea, pain behind the eyes, vomiting, and skin rash. What do I have?",Dengue
"I have these symptoms: constipation, fatigue, chills, high fever, headache, diarrhoea, abdominal pain, nausea, toxic look (typhos), vomiting, and belly pain. What do I have?",Typhoid
"I have these symptoms: vomiting, loss of appetite, abdominal pain, diarrhoea, joint pain, yellowish skin, dark urine, muscle pain, mild fever, nausea, and yellowing of eyes. What do I have?",hepatitis A
"My symptoms are lethargy, abdominal pain, malaise, dark urine, itching, receiving blood transfusion, loss of appetite, receiving unsterile injections, yellow urine, yellowing of eyes, yellowish skin, and fatigue. What could this be?",Hepatitis B
"My symptoms are yellowing of eyes, loss of appetite, nausea, yellowish skin, fatigue, and family history. What could this be?",Hepatitis C
"I am experiencing dark urine, loss of appetite, fatigue, yellowing of eyes, nausea, abdominal pain, yellowish skin, vomiting, and joint pain. What condition does this match?",Hepatitis D
"My symptoms are coma, abdominal pain, vomiting, joint pain, fatigue, nausea, yellowing of eyes, acute liver failure, loss of appetite, yellowish skin, stomach bleeding, dark urine, and high fever. What could this be?",Hepatitis E
"I have these symptoms: abdominal pain, swelling of stomach, fluid overload.1, vomiting, yellowish skin, distention of abdomen, and history of alcohol consumption. What do I have?",Alcoholic hepatitis
"I am experiencing sweating, chest pain, malaise, yellowing of eyes, mild fever, high fever, loss of appetite, weight loss, swelled lymph nodes, blood in sputum, breathlessness, phlegm, vomiting, chills, fatigue, and cough. What condition does this match?",Tuberculosis
"My symptoms are cough, swelled lymph nodes, muscle pain, congestion, continuous sneezing, throat irritation, chest pain, high fever, fatigue, runny nose, malaise, sinus pressure, headache, redness of eyes, loss of smell, phlegm, and chills. What could this be?",Common Cold
"I have these symptoms: phlegm, malaise, sweating, fatigue, cough, fast heart rate, chest pain, high fever, chills, breathlessness, and rusty sputum. What do I have?",Pneumonia
"I have these symptoms: bloody stool, pain during bowel movements, pain in anal region, irritation in anus, and constipation. What do I have?",Dimorphic hemmorhoids(piles)
"I have these symptoms: vomiting, sweating, breathlessness, and chest pain. What do I have?",Heart attack
"I am experiencing obesity, swollen legs, prominent veins on calf, bruising, fatigue, cramps, and swollen blood vessels. What condition does this match?",Varicose veins
"My symptoms are cold hands and feets, swollen extremeties, weight gain, brittle nails, irritability, abnormal menstruation, mood swings, depression, puffy face and eyes, fatigue, lethargy, enlarged thyroid, and dizziness. What could this be?",Hypothyroidism
"My symptoms are excessive hunger, abnormal menstruation, sweating, restlessness, diarrhoea, fatigue, muscle weakness, weight loss, mood swings, fast heart rate, and irritability. What could this be?",Hyperthyroidism
"I have these symptoms: headache, anxiety, drying and tingling lips, slurred speech, excessive hunger, nausea, palpitations, sweating, fatigue, blurred and distorted vision, irritability, and vomiting. What do I have?",Hypoglycemia
"I have these symptoms: neck pain, swelling joints, joint pain, painful walking, hip joint pain, and knee pain. What do I have?",Osteoarthristis
"My symptoms are stiff neck, painful walking, swelling joints, movement stiffness, and muscle weakness. What could this be?",Arthritis
"I am experiencing vomiting, unsteadiness, spinning movements, nausea, headache, and loss of balance. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are skin rash, pus filled pimples, blackheads, and scurring. What could this be?",Acne
"I have these symptoms: burning micturition, continuous feel of urine, foul smell of urine, and bladder discomfort. What do I have?",Urinary tract infection
"My symptoms are joint pain, inflammatory nails, skin rash, silver like dusting, skin peeling, and small dents in nails. What could this be?",Psoriasis
"I am experiencing blister, red sore around nose, high fever, skin rash, and yellow crust ooze. What condition does this match?",Impetigo
"My symptoms are itching, dischromic  patches, nodal skin eruptions, and skin rash. What could this be?",Fungal infection
"I have these symptoms: continuous sneezing, watering from eyes, shivering, and chills. What do I have?",Allergy
"My symptoms are acidity, ulcers on tongue, vomiting, chest pain, cough, and stomach pain. What could this be?",GERD
"My symptoms are yellowish skin, loss of appetite, nausea, itching, abdominal pain, yellowing of eyes, and vomiting. What could this be?",Chronic cholestasis
"My symptoms are spotting  urination, itching, skin rash, stomach pain, and burning micturition. What could this be?",Drug Reaction
"My symptoms are abdominal pain, internal itching, indigestion, loss of appetite, passage of gases, and vomiting. What could this be?",Peptic ulcer diseae
"I am experiencing extra marital contacts, muscle wasting, patches in throat, and high fever. What condition does this match?",AIDS
"I have these symptoms: polyuria, irregular sugar level, weight loss, obesity, restlessness, fatigue, excessive hunger, lethargy, increased appetite, and blurred and distorted vision. What do I have?",Diabetes 
"My symptoms are dehydration, sunken eyes, vomiting, and diarrhoea. What could this be?",Gastroenteritis
"I am experiencing mucoid sputum, fatigue, family history, cough, breathlessness, and high fever. What condition does this match?",Bronchial Asthma
"I am experiencing dizziness, loss of balance, headache, chest pain, and lack of concentration. What condition does this match?",Hypertension 
"My symptoms are acidity, visual disturbances, excessive hunger, irritability, headache, indigestion, blurred and distorted vision, stiff neck, and depression. What could this be?",Migraine
"I am experiencing dizziness, loss of balance, back pain, weakness in limbs, and neck pain. What condition does this match?",Cervical spondylosis
